SK_ID_CURR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,CLIENT_AGE_YEARS,CNT_FAM_MEMBERS,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,PAYMENT_YEARS,INCOME_PER_PERSON,DAYS_EMPLOYED_PERCENT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CREDIT_ACTIVE,CREDIT_CLOSED,NB_PREVIOUS_APP,NB_APPROVED,NB_REFUSED
376833,175500.0,906228.0,36067.5,60.380561259411365,2.0,5.163692307692307,0.20551282051282052,25.12588895820337,87750.0,0.11873294066944405,0.5059979305057544,0.6234375381283483,0.7338145369642702,1.0,2.0,4.0,3.0,0.0
281091,157500.0,900000.0,26446.5,52.94455852156057,2.0,5.714285714285714,0.1679142857142857,34.03096818104475,78750.0,0.12136725617954287,0.5059979305057544,0.1619723355490163,0.5352762504724826,0.0,0.0,1.0,1.0,0.0
315137,270000.0,976077.0,51646.5,28.79397672826831,1.0,3.6151,0.19128333333333333,18.899189683715257,270000.0,0.0753066463820481,0.5800224615736029,0.7162877629919948,0.6075573001388961,0.0,8.0,4.0,3.0,0.0
252987,90000.0,270000.0,13500.0,54.02053388090349,1.0,3.0,0.15,20.0,90000.0,0.04475191323298363,0.7528152225956664,0.6858078520679759,0.8083935912119442,4.0,1.0,2.0,2.0,0.0
354228,225000.0,1125000.0,109597.5,36.58590006844627,3.0,5.0,0.4871,10.264832683227263,75000.0,0.07535732994088154,0.5059979305057544,0.7273951390023674,0.6413682574954046,1.0,0.0,1.0,1.0,0.0
264287,112500.0,1288350.0,37800.0,64.17248459958932,2.0,11.452,0.336,34.083333333333336,56250.0,0.11873294066944405,0.5059979305057544,0.3884759709443692,0.5352762504724826,0.0,0.0,1.0,1.0,0.0
430516,112500.0,668484.0,21694.5,54.24229979466119,1.0,5.94208,0.19284,30.813524165110973,112500.0,0.08530183727034121,0.5059979305057544,0.6987015164070342,0.191821602413606,1.0,2.0,8.0,5.0,0.0
154771,112500.0,441000.0,47493.0,54.548939082819984,2.0,3.92,0.42216,9.285578927420882,56250.0,0.03136920297129091,0.5059979305057544,0.5040199651750052,0.5352762504724826,0.0,0.0,1.0,1.0,0.0
281155,180000.0,450000.0,22500.0,33.13347022587269,3.0,2.5,0.125,20.0,60000.0,0.13121798049909106,0.1231201913514776,0.5190393375150487,0.5884877883422673,0.0,2.0,8.0,7.0,0.0
161831,157500.0,505642.5,27558.0,30.795345653661876,4.0,3.2104285714285714,0.17497142857142858,18.348301763553234,39375.0,0.11255334281650071,0.367812642637428,0.1923160541736026,0.5352762504724826,1.0,0.0,6.0,5.0,1.0
109997,157500.0,139500.0,5386.5,53.1088295687885,2.0,0.8857142857142857,0.0342,25.89807852965748,78750.0,0.2129600989792762,0.7925265569101032,0.4747935467298175,0.511891801533151,4.0,5.0,8.0,3.0,2.0
452259,157500.0,291384.0,26725.5,28.076659822039698,1.0,1.8500571428571428,0.16968571428571427,10.902845596901836,157500.0,0.0726474890297416,0.2550110766446059,0.5772861139764767,0.6430255641096323,2.0,8.0,4.0,3.0,0.0
237645,234000.0,917451.0,51358.5,54.12731006160164,2.0,3.920730769230769,0.21948076923076923,17.863664242530447,117000.0,0.1968133535660091,0.5059979305057544,0.7106821899580121,0.5352762504724826,0.0,0.0,12.0,8.0,3.0
402404,180000.0,720000.0,23224.5,28.210814510609172,2.0,4.0,0.129025,31.001743848091454,90000.0,0.16284937888198758,0.5059979305057544,0.0411725133945723,0.7862666146611379,0.0,1.0,2.0,2.0,0.0
428437,90000.0,675000.0,23071.5,59.27720739219713,1.0,7.5,0.25635,29.256875365710943,90000.0,0.21093713916216342,0.5059979305057544,0.6749520769097084,0.7194907850918436,1.0,2.0,5.0,4.0,0.0
423506,81000.0,229230.0,16677.0,30.934976043805612,2.0,2.83,0.2058888888888889,13.745277927684835,40500.0,0.3611824055226126,0.1390704646521657,0.2427554726849177,0.2608559142068693,3.0,0.0,11.0,5.0,5.0
404509,180000.0,276277.5,16825.5,35.68514715947981,2.0,1.534875,0.093475,16.420165819737896,90000.0,0.03421819855761853,0.2650726293155898,0.5998872070922978,0.5442347412142162,3.0,3.0,1.0,1.0,0.0
118949,157500.0,765522.0,24691.5,38.3709787816564,3.0,4.860457142857143,0.15677142857142856,31.003462730089304,52500.0,0.22953977880841955,0.8177914377711901,0.2151864942169805,0.5352762504724826,3.0,1.0,6.0,6.0,0.0
189249,112500.0,112500.0,11088.0,56.94455852156057,1.0,1.0,0.09856,10.146103896103897,112500.0,0.11873294066944405,0.5059979305057544,0.5586366331189252,0.6848276586890367,1.0,2.0,7.0,6.0,1.0
